"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"25","GTLM","Connor De Phillippi","77","55.791","1:11:50.059","Green","Track","0.481","0.897","10.380","10.790","15.253","5.859","9.398","2.733","143.995"
"67","GTLM","Ryan Briscoe","77","52.075","1:11:54.631","Green","Track","0.461","0.822","9.801","10.457","13.492","5.328","9.007","2.707","150.242"
"15","GTD","Jack Hawksworth","75","54.061","1:11:57.372","Green","Track","0.472","0.844","10.080","10.800","14.254","5.477","9.349","2.785","146.740"
"48","GTD","Madison Snow","75","53.259","1:11:59.095","Green","Track","0.475","0.848","9.954","10.684","13.765","5.470","9.281","2.782","145.813"
"4","GTLM","Oliver Gavin","77","51.378","1:11:59.800","Green","Track","0.458","0.819","9.775","10.360","13.201","5.183","8.899","2.683","151.226"
"24","GTLM","Jesse Krohn","77","51.605","1:12:02.791","Green","Track","0.456","0.814","9.629","10.265","13.577","5.301","8.880","2.683","151.889"
"63","GTD","Gunnar Jeannette","75","53.485","1:12:09.223","Green","Track","0.472","0.842","10.023","10.807","13.832","5.466","9.267","2.776","146.740"
"58","GTD","Christina Nielsen","75","53.801","1:12:11.324","Green","Track","0.475","0.848","10.059","10.758","13.772","5.571","9.512","2.806","145.813"
"44","GTD","Andy Lally","75","53.339","1:12:15.223","Green","Track","0.472","0.842","10.009","10.587","13.868","5.433","9.331","2.797","146.740"
"911","GTLM","Nick Tandy","77","51.084","1:12:15.376","Green","Track","0.462","0.826","9.592","10.121","13.191","5.235","8.957","2.700","149.916"
"33","GTD","Jeroen Bleekemolen","75","53.658","1:12:24.531","Green","Track","0.472","0.841","10.035","10.699","13.882","5.485","9.441","2.803","146.740"
"86","GTD","Alvaro Parente","75","53.593","1:12:24.911","Green","Track","0.472","0.841","10.015","10.774","13.901","5.428","9.374","2.788","146.740"
"14","GTD","Kyle Marcelli","75","53.865","1:12:29.297","Green","Track","0.469","0.839","10.185","10.795","13.963","5.469","9.359","2.786","147.679"
"3","GTLM","Jan Magnussen","78","51.300","1:12:34.307","Green","Track","0.458","0.820","9.650","10.217","13.293","5.239","8.926","2.697","151.226"
"912","GTLM","Earl Bamber","78","51.150","1:12:39.089","Green","Track","0.458","0.820","9.673","10.205","13.325","5.182","8.806","2.681","151.226"
"66","GTLM","Joey Hand","78","51.557","1:12:40.898","Green","Track","0.458","0.821","9.617","10.321","13.369","5.247","9.016","2.708","151.226"
"25","GTLM","Connor De Phillippi","78","54.367","1:12:44.426","Green","Track","0.489","0.912","10.505","10.880","13.960","5.522","9.351","2.748","141.639"
"67","GTLM","Ryan Briscoe","78","52.113","1:12:46.744","Green","Track","0.459","0.820","9.834","10.411","13.448","5.351","9.072","2.718","150.896"
"15","GTD","Jack Hawksworth","76","53.844","1:12:51.216","Green","Track","0.472","0.843","9.980","10.847","14.134","5.458","9.333","2.777","146.740"
"4","GTLM","Oliver Gavin","78","52.145","1:12:51.945","Green","Track","0.456","0.816","9.739","10.418","13.526","5.447","9.044","2.699","151.889"
"48","GTD","Madison Snow","76","53.614","1:12:52.709","Green","Track","0.474","0.844","9.926","10.585","13.818","5.766","9.405","2.796","146.121"
"24","GTLM","Jesse Krohn","78","51.498","1:12:54.289","Green","Track","0.455","0.813","9.681","10.282","13.475","5.270","8.844","2.678","152.223"
"63","GTD","Gunnar Jeannette","76","53.650","1:13:02.873","Green","Track","0.471","0.843","10.188","10.799","13.758","5.530","9.281","2.780","147.052"
"58","GTD","Christina Nielsen","76","53.816","1:13:05.140","Green","Track","0.475","0.848","10.122","10.731","13.714","5.560","9.546","2.820","145.813"
"911","GTLM","Nick Tandy","78","51.507","1:13:06.883","Green","Track","0.466","0.818","9.772","10.245","13.313","5.236","8.946","2.711","148.630"
"44","GTD","Andy Lally","76","53.931","1:13:09.154","Green","Track","0.490","0.897","10.371","10.688","13.913","5.468","9.312","2.792","141.350"
"33","GTD","Jeroen Bleekemolen","76","53.598","1:13:18.129","Green","Track","0.474","0.846","10.073","10.745","13.810","5.516","9.344","2.790","146.121"
"86","GTD","Alvaro Parente","76","53.730","1:13:18.641","Green","Track","0.474","0.844","10.109","10.807","13.837","5.511","9.355","2.793","146.121"
"14","GTD","Kyle Marcelli","76","53.914","1:13:23.211","Green","Track","0.472","0.841","10.172","10.746","14.019","5.501","9.365","2.798","146.740"
"3","GTLM","Jan Magnussen","79","51.181","1:13:25.488","Green","Track","0.458","0.820","9.668","10.185","13.247","5.219","8.890","2.694","151.226"
"912","GTLM","Earl Bamber","79","50.993","1:13:30.082","Green","Track","0.457","0.817","9.675","10.161","13.210","5.183","8.807","2.683","151.557"
"66","GTLM","Joey Hand","79","51.384","1:13:32.282","Green","Track","0.459","0.820","9.581","10.264","13.372","5.250","8.936","2.702","150.896"
"25","GTLM","Connor De Phillippi","79","54.188","1:13:38.614","Green","Track","0.491","0.914","10.440","10.727","14.029","5.493","9.350","2.744","141.062"
"67","GTLM","Ryan Briscoe","79","52.206","1:13:38.950","Green","Track","0.461","0.821","9.776","10.493","13.430","5.337","9.158","2.730","150.242"
"4","GTLM","Oliver Gavin","79","52.518","1:13:44.463","Green","Track","0.457","0.819","9.792","10.546","13.969","5.277","8.953","2.705","151.557"
"15","GTD","Jack Hawksworth","77","54.506","1:13:45.722","Green","Track","0.472","0.842","10.067","10.771","14.767","5.497","9.305","2.785","146.740"
"48","GTD","Madison Snow","77","53.588","1:13:46.297","Green","Track","0.474","0.847","10.029","10.667","13.836","5.551","9.387","2.797","146.121"
"24","GTLM","Jesse Krohn","79","52.129","1:13:46.418","Green","Track","0.454","0.811","9.688","10.275","13.632","5.303","9.191","2.775","152.558"
"63","GTD","Gunnar Jeannette","77","53.517","1:13:56.390","Green","Track","0.473","0.844","10.068","10.826","13.696","5.496","9.323","2.791","146.430"
"58","GTD","Christina Nielsen","77","53.856","1:13:58.996","Green","Track","0.477","0.851","10.092","10.741","13.734","5.520","9.605","2.836","145.202"
"911","GTLM","Nick Tandy","79","52.098","1:13:58.981","Green","Track","0.457","0.826","9.679","10.254","13.223","5.435","9.457","2.767","151.557"
"44","GTD","Andy Lally","77","53.627","1:14:02.781","Green","Track","0.473","0.844","10.045","10.638","13.930","5.475","9.421","2.801","146.430"
"33","GTD","Jeroen Bleekemolen","77","53.695","1:14:11.824","Green","Track","0.472","0.845","10.100","10.767","13.876","5.483","9.364","2.788","146.740"
"86","GTD","Alvaro Parente","77","53.625","1:14:12.266","Green","Track","0.473","0.845","10.061","10.758","13.901","5.436","9.365","2.786","146.430"
"14","GTD","Kyle Marcelli","77","54.198","1:14:17.409","Green","Track","0.474","0.846","10.154","10.799","14.100","5.515","9.498","2.812","146.121"
"3","GTLM","Jan Magnussen","80","51.943","1:14:17.431","Green","Track","0.457","0.818","9.658","10.179","13.272","5.397","9.419","2.743","151.557"
"912","GTLM","Earl Bamber","80","51.142","1:14:21.224","Green","Track","0.457","0.817","9.624","10.258","13.192","5.180","8.913","2.701","151.557"
"66","GTLM","Joey Hand","80","51.453","1:14:23.735","Green","Track","0.458","0.820","9.610","10.312","13.368","5.236","8.947","2.702","151.226"
"67","GTLM","Ryan Briscoe","80","52.246","1:14:31.196","Green","Track","0.463","0.823","9.891","10.525","13.424","5.323","9.071","2.726","149.593"
"25","GTLM","Connor De Phillippi","80","54.785","1:14:33.399","Green","Track","0.489","0.911","10.839","10.922","13.856","5.537","9.451","2.780","141.639"
"4","GTLM","Oliver Gavin","80","51.565","1:14:36.028","Green","Track","0.459","0.822","9.735","10.309","13.339","5.192","8.994","2.715","150.896"
"24","GTLM","Jesse Krohn","80","52.860","1:14:39.278","Green","Track","0.467","0.831","10.015","10.411","13.831","5.485","9.099","2.721","148.311"
"15","GTD","Jack Hawksworth","78","54.201","1:14:39.923","Green","Track","0.471","0.841","10.044","10.718","14.140","5.783","9.410","2.794","147.052"
"48","GTD","Madison Snow","78","54.144","1:14:40.441","Green","Track","0.477","0.885","10.569","10.691","13.798","5.550","9.375","2.799","145.202"
"63","GTD","Gunnar Jeannette","78","53.721","1:14:50.111","Green","Track","0.474","0.847","10.155","10.774","13.822","5.442","9.408","2.799","146.121"
"911","GTLM","Nick Tandy","80","52.423","1:14:51.404","Green","Track","0.476","0.844","9.847","10.277","13.874","5.325","9.050","2.730","145.507"
"58","GTD","Christina Nielsen","78","54.243","1:14:53.239","Green","Track","0.477","0.854","10.411","10.699","13.763","5.540","9.659","2.840","145.202"
"44","GTD","Andy Lally","78","53.667","1:14:56.448","Green","Track","0.474","0.845","10.106","10.661","13.916","5.492","9.370","2.803","146.121"
"33","GTD","Jeroen Bleekemolen","78","53.684","1:15:05.508","Green","Track","0.472","0.844","10.157","10.774","13.775","5.498","9.370","2.794","146.740"
"86","GTD","Alvaro Parente","78","53.788","1:15:06.054","Green","Track","0.472","0.843","10.156","10.826","13.902","5.449","9.349","2.791","146.740"
"3","GTLM","Jan Magnussen","81","51.608","1:15:09.039","Green","Track","0.465","0.827","9.824","10.276","13.272","5.236","8.994","2.714","148.949"
"14","GTD","Kyle Marcelli","78","54.948","1:15:12.357","Green","Track","0.477","0.852","10.505","11.165","14.054","5.607","9.475","2.813","145.202"
"912","GTLM","Earl Bamber","81","51.500","1:15:12.724","Green","Track","0.461","0.821","9.675","10.279","13.394","5.212","8.949","2.709","150.242"
"66","GTLM","Joey Hand","81","51.472","1:15:15.207","Green","Track","0.459","0.820","9.601","10.334","13.345","5.244","8.976","2.693","150.896"
"67","GTLM","Ryan Briscoe","81","52.047","1:15:23.243","Green","Track","0.461","0.824","9.799","10.405","13.470","5.335","9.036","2.717","150.242"
"25","GTLM","Connor De Phillippi","81","54.511","1:15:27.910","Green","Track","0.497","0.925","10.460","10.824","14.159","5.517","9.377","2.752","139.359"
"4","GTLM","Oliver Gavin","81","52.110","1:15:28.138","Green","Track","0.461","0.823","9.825","10.393","13.372","5.284","9.202","2.750","150.242"
"24","GTLM","Jesse Krohn","81","51.755","1:15:31.033","Green","Track","0.460","0.821","9.734","10.312","13.551","5.275","8.910","2.692","150.568"
"48","GTD","Madison Snow","79","54.257","1:15:34.698","Green","Track","0.474","0.850","10.082","10.752","14.025","5.709","9.545","2.820","146.121"
"63","GTD","Gunnar Jeannette","79","53.664","1:15:43.775","Green","Track","0.475","0.846","10.063","10.746","13.875","5.572","9.306","2.781","145.813"
"911","GTLM","Nick Tandy","81","52.755","1:15:44.159","Green","Track","0.463","0.825","9.678","10.249","13.718","5.575","9.445","2.802","149.593"
"58","GTD","Christina Nielsen","79","53.763","1:15:47.002","Green","Track","0.479","0.853","10.103","10.666","13.681","5.529","9.633","2.819","144.596"
"44","GTD","Andy Lally","79","53.622","1:15:50.070","Green","Track","0.474","0.844","10.074","10.737","13.844","5.468","9.385","2.796","146.121"
"33","GTD","Jeroen Bleekemolen","79","53.541","1:15:59.049","Green","Track","0.472","0.844","10.096","10.744","13.766","5.489","9.343","2.787","146.740"
"86","GTD","Alvaro Parente","79","53.591","1:15:59.645","Green","Track","0.473","0.842","10.079","10.813","13.915","5.412","9.279","2.778","146.430"
"3","GTLM","Jan Magnussen","82","51.376","1:16:00.415","Green","Track","0.458","0.821","9.717","10.253","13.320","5.198","8.923","2.686","151.226"
"912","GTLM","Earl Bamber","82","52.319","1:16:05.043","Green","Track","0.458","0.821","10.096","10.623","13.423","5.240","8.952","2.706","151.226"
"14","GTD","Kyle Marcelli","79","54.682","1:16:07.039","Green","Track","0.475","0.849","10.252","11.207","14.114","5.492","9.495","2.798","145.813"
"66","GTLM","Joey Hand","82","51.893","1:16:07.100","Green","Track","0.456","0.817","9.656","10.352","13.377","5.302","9.212","2.721","151.889"
"15","GTD","Jack Hawksworth","79","1:29.901","1:16:09.824","Green","Pit","0.474","0.843","10.154","10.860","14.210","5.556","11.465","36.339","146.121"
"67","GTLM","Ryan Briscoe","82","51.890","1:16:15.133","Green","Track","0.460","0.821","9.738","10.415","13.377","5.340","9.029","2.710","150.568"
"4","GTLM","Oliver Gavin","82","51.885","1:16:20.023","Green","Track","0.464","0.830","10.073","10.443","13.249","5.194","8.940","2.692","149.270"
"25","GTLM","Connor De Phillippi","82","55.154","1:16:23.064","Green","Track","0.483","0.898","10.702","10.934","14.030","5.661","9.701","2.745","143.398"
"24","GTLM","Jesse Krohn","82","52.098","1:16:23.131","Green","Track","0.455","0.814","9.672","10.460","13.518","5.304","9.154","2.721","152.223"
"48","GTD","Madison Snow","80","53.497","1:16:28.195","Green","Track","0.479","0.854","10.006","10.733","13.810","5.458","9.360","2.797","144.596"
"911","GTLM","Nick Tandy","82","52.095","1:16:36.254","Green","Track","0.474","0.849","9.910","10.553","13.326","5.284","8.988","2.711","146.121"
"63","GTD","Gunnar Jeannette","80","54.143","1:16:37.918","Green","Track","0.473","0.843","10.041","11.339","13.796","5.510","9.350","2.791","146.430"
"58","GTD","Christina Nielsen","80","53.667","1:16:40.669","Green","Track","0.477","0.851","10.035","10.724","13.702","5.548","9.530","2.800","145.202"
"44","GTD","Andy Lally","80","53.891","1:16:43.961","Green","Track","0.473","0.843","10.047","10.826","14.078","5.542","9.300","2.782","146.430"
"33","GTD","Jeroen Bleekemolen","80","53.711","1:16:52.760","Green","Track","0.472","0.845","10.075","10.797","13.852","5.507","9.379","2.784","146.740"
"3","GTLM","Jan Magnussen","83","52.569","1:16:52.984","Green","Track","0.456","0.816","9.696","10.764","13.810","5.304","9.024","2.699","151.889"
"86","GTD","Alvaro Parente","80","54.514","1:16:54.159","Green","Track","0.472","0.843","10.040","10.939","14.492","5.496","9.427","2.805","146.740"
"912","GTLM","Earl Bamber","83","51.375","1:16:56.418","Green","Track","0.460","0.824","9.628","10.270","13.333","5.259","8.912","2.689","150.568"
"66","GTLM","Joey Hand","83","51.980","1:16:59.080","Green","Track","0.461","0.821","9.855","10.358","13.446","5.311","9.020","2.708","150.242"
"14","GTD","Kyle Marcelli","80","54.767","1:17:01.806","Green","Track","0.475","0.847","10.695","10.918","14.120","5.556","9.379","2.777","145.813"
"67","GTLM","Ryan Briscoe","83","51.877","1:17:07.010","Green","Track","0.460","0.819","9.732","10.372","13.369","5.356","9.063","2.706","150.568"
"15","GTD","Jack Hawksworth","80","1:01.217","1:17:11.041","Green","Track","0.000","0.000","12.477","10.787","13.844","5.414","9.310","2.797","0.000"
"4","GTLM","Oliver Gavin","83","51.548","1:17:11.571","Green","Track","0.458","0.820","9.680","10.450","13.292","5.206","8.957","2.685","151.226"
"24","GTLM","Jesse Krohn","83","51.969","1:17:15.100","Green","Track","0.460","0.819","9.889","10.334","13.549","5.314","8.913","2.691","150.568"
"25","GTLM","Connor De Phillippi","83","54.679","1:17:17.743","Green","Track","0.491","0.919","10.584","10.929","14.034","5.550","9.430","2.742","141.062"
"48","GTD","Madison Snow","81","53.429","1:17:21.624","Green","Track","0.477","0.850","10.005","10.691","13.812","5.461","9.338","2.795","145.202"
"911","GTLM","Nick Tandy","83","51.309","1:17:27.563","Green","Track","0.463","0.825","9.680","10.233","13.299","5.206","8.901","2.702","149.593"
"63","GTD","Gunnar Jeannette","81","53.545","1:17:31.463","Green","Track","0.475","0.846","10.066","10.829","13.738","5.504","9.308","2.779","145.813"
"58","GTD","Christina Nielsen","81","53.739","1:17:34.408","Green","Track","0.474","0.848","10.032","10.755","13.869","5.469","9.489","2.803","146.121"
"44","GTD","Andy Lally","81","53.764","1:17:37.725","Green","Track","0.472","0.843","10.147","10.672","13.944","5.481","9.406","2.799","146.740"
"3","GTLM","Jan Magnussen","84","51.539","1:17:44.523","Green","Track","0.459","0.820","9.773","10.334","13.279","5.228","8.940","2.706","150.896"
"33","GTD","Jeroen Bleekemolen","81","54.575","1:17:47.335","Green","Track","0.472","0.851","10.774","10.774","13.988","5.569","9.367","2.780","146.740"
"86","GTD","Alvaro Parente","81","53.534","1:17:47.693","Green","Track","0.476","0.848","9.998","10.774","13.870","5.451","9.336","2.781","145.507"
"912","GTLM","Earl Bamber","84","51.726","1:17:48.144","Green","Track","0.458","0.816","9.653","10.317","13.426","5.284","9.054","2.718","151.226"
"66","GTLM","Joey Hand","84","51.478","1:17:50.558","Green","Track","0.460","0.821","9.663","10.279","13.421","5.238","8.907","2.689","150.568"
"14","GTD","Kyle Marcelli","81","54.155","1:17:55.961","Green","Track","0.471","0.840","10.262","10.792","14.098","5.495","9.405","2.792","147.052"
"67","GTLM","Ryan Briscoe","84","52.382","1:17:59.392","Green","Track","0.459","0.819","9.802","10.575","13.444","5.345","9.197","2.741","150.896"
"15","GTD","Jack Hawksworth","81","53.027","1:18:04.068","Green","Track","0.475","0.849","9.669","10.494","13.822","5.671","9.275","2.772","145.813"
"4","GTLM","Oliver Gavin","84","52.840","1:18:04.411","Green","Track","0.457","0.817","9.829","10.439","13.367","5.867","9.330","2.734","151.557"
"24","GTLM","Jesse Krohn","84","51.752","1:18:06.852","Green","Track","0.456","0.813","9.631","10.333","13.607","5.291","8.932","2.689","151.889"
"25","GTLM","Connor De Phillippi","84","54.833","1:18:12.576","Green","Track","0.488","0.906","10.445","10.906","14.082","5.614","9.645","2.747","141.929"
"48","GTD","Madison Snow","82","53.217","1:18:14.841","Green","Track","0.476","0.847","9.926","10.630","13.762","5.480","9.310","2.786","145.507"
"911","GTLM","Nick Tandy","84","51.350","1:18:18.913","Green","Track","0.461","0.821","9.610","10.230","13.337","5.178","8.989","2.724","150.242"
"63","GTD","Gunnar Jeannette","82","53.864","1:18:25.327","Green","Track","0.472","0.844","10.091","10.838","14.008","5.506","9.319","2.786","146.740"
"58","GTD","Christina Nielsen","82","53.974","1:18:28.382","Green","Track","0.475","0.846","10.063","10.718","14.074","5.445","9.538","2.815","145.813"
"44","GTD","Andy Lally","82","53.630","1:18:31.355","Green","Track","0.473","0.844","10.115","10.774","13.881","5.460","9.302","2.781","146.430"
"3","GTLM","Jan Magnussen","85","51.409","1:18:35.932","Green","Track","0.459","0.820","9.676","10.293","13.265","5.232","8.954","2.710","150.896"
"912","GTLM","Earl Bamber","85","52.472","1:18:40.616","Green","Track","0.461","0.821","9.839","10.676","13.568","5.391","9.005","2.711","150.242"
"33","GTD","Jeroen Bleekemolen","82","54.157","1:18:41.492","Green","Track","0.471","0.842","10.090","10.763","13.910","5.843","9.444","2.794","147.052"
"86","GTD","Alvaro Parente","82","54.139","1:18:41.832","Green","Track","0.471","0.840","10.044","11.183","13.917","5.531","9.368","2.785","147.052"
"66","GTLM","Joey Hand","85","51.609","1:18:42.167","Green","Track","0.457","0.815","9.661","10.344","13.373","5.285","8.975","2.699","151.557"
"14","GTD","Kyle Marcelli","82","54.190","1:18:50.151","Green","Track","0.473","0.843","10.275","10.799","14.120","5.501","9.385","2.794","146.430"
"67","GTLM","Ryan Briscoe","85","52.247","1:18:51.639","Green","Track","0.463","0.826","9.835","10.505","13.448","5.370","9.088","2.712","149.593"
"15","GTD","Jack Hawksworth","82","52.326","1:18:56.394","Green","Track","0.471","0.844","9.610","10.502","13.725","5.352","9.071","2.751","147.052"
"4","GTLM","Oliver Gavin","85","52.426","1:18:56.837","Green","Track","0.464","0.827","9.899","10.436","13.351","5.572","9.164","2.713","149.270"
"24","GTLM","Jesse Krohn","85","51.887","1:18:58.739","Green","Track","0.455","0.811","9.740","10.355","13.632","5.316","8.888","2.690","152.223"
"48","GTD","Madison Snow","83","53.402","1:19:08.243","Green","Track","0.474","0.844","10.001","10.755","13.769","5.483","9.284","2.792","146.121"
"911","GTLM","Nick Tandy","85","51.892","1:19:10.805","Green","Track","0.464","0.826","9.682","10.224","13.313","5.551","9.100","2.732","149.270"
"25","GTLM","Connor De Phillippi","85","59.006","1:19:11.582","Green","Track","0.475","0.883","10.420","10.932","17.685","6.329","9.548","2.734","145.813"
"63","GTD","Gunnar Jeannette","83","53.775","1:19:19.102","Green","Track","0.473","0.843","10.096","10.870","13.914","5.499","9.298","2.782","146.430"
"58","GTD","Christina Nielsen","83","53.476","1:19:21.858","Green","Track","0.476","0.848","9.995","10.745","13.683","5.460","9.462","2.807","145.507"
"44","GTD","Andy Lally","83","53.613","1:19:24.968","Green","Track","0.470","0.840","10.124","10.674","13.860","5.555","9.302","2.788","147.365"
"3","GTLM","Jan Magnussen","86","51.775","1:19:27.707","Green","Track","0.459","0.821","9.704","10.226","13.574","5.298","8.984","2.709","150.896"
"912","GTLM","Earl Bamber","86","51.622","1:19:32.238","Green","Track","0.461","0.825","9.775","10.245","13.389","5.259","8.955","2.713","150.242"
"66","GTLM","Joey Hand","86","52.884","1:19:35.051","Green","Track","0.457","0.816","9.989","10.670","13.706","5.490","9.042","2.714","151.557"
"33","GTD","Jeroen Bleekemolen","83","54.522","1:19:36.014","Green","Track","0.473","0.843","10.154","10.805","13.935","5.969","9.533","2.810","146.430"
"86","GTD","Alvaro Parente","83","54.454","1:19:36.286","Green","Track","0.471","0.840","10.107","11.148","14.097","5.603","9.398","2.790","147.052"
"67","GTLM","Ryan Briscoe","86","52.662","1:19:44.301","Green","Track","0.459","0.818","9.803","10.494","13.769","5.453","9.137","2.729","150.896"
"14","GTD","Kyle Marcelli","83","55.029","1:19:45.180","Green","Track","0.473","0.844","10.243","10.879","14.449","5.783","9.546","2.812","146.430"
"15","GTD","Jack Hawksworth","83","52.413","1:19:48.807","Green","Track","0.468","0.838","9.582","10.462","13.763","5.307","9.211","2.782","147.994"
"4","GTLM","Oliver Gavin","86","52.120","1:19:48.957","Green","Track","0.460","0.819","9.871","10.427","13.390","5.288","9.122","2.743","150.568"
"24","GTLM","Jesse Krohn","86","51.774","1:19:50.513","Green","Track","0.455","0.811","9.700","10.289","13.641","5.306","8.890","2.682","152.223"
"48","GTD","Madison Snow","84","53.215","1:20:01.458","Green","Track","0.474","0.848","9.956","10.568","13.765","5.460","9.338","2.806","146.121"
"911","GTLM","Nick Tandy","86","51.505","1:20:02.310","Green","Track","0.464","0.827","9.685","10.251","13.303","5.225","9.024","2.726","149.270"
"25","GTLM","Connor De Phillippi","86","55.008","1:20:06.590","Green","Track","0.476","0.886","10.693","10.947","14.092","5.579","9.578","2.757","145.507"
"63","GTD","Gunnar Jeannette","84","53.640","1:20:12.742","Green","Track","0.472","0.842","10.118","10.836","13.794","5.476","9.314","2.788","146.740"
"58","GTD","Christina Nielsen","84","53.708","1:20:15.566","Green","Track","0.476","0.847","10.039","10.794","13.733","5.507","9.509","2.803","145.507"
"44","GTD","Andy Lally","84","53.932","1:20:18.900","Green","Track","0.472","0.842","10.174","10.703","14.026","5.508","9.410","2.797","146.740"
"3","GTLM","Jan Magnussen","87","51.397","1:20:19.104","Green","Track","0.460","0.821","9.671","10.193","13.388","5.217","8.955","2.692","150.568"
"912","GTLM","Earl Bamber","87","51.364","1:20:23.602","Green","Track","0.461","0.823","9.656","10.238","13.368","5.207","8.914","2.697","150.242"
"66","GTLM","Joey Hand","87","51.551","1:20:26.602","Green","Track","0.460","0.820","9.631","10.366","13.391","5.242","8.945","2.696","150.568"
"33","GTD","Jeroen Bleekemolen","84","53.854","1:20:29.868","Green","Track","0.475","0.843","10.141","10.804","13.891","5.511","9.399","2.790","145.813"
"86","GTD","Alvaro Parente","84","53.951","1:20:30.237","Green","Track","0.472","0.839","10.204","10.895","13.938","5.462","9.356","2.785","146.740"
"67","GTLM","Ryan Briscoe","87","52.058","1:20:36.359","Green","Track","0.461","0.822","9.711","10.510","13.517","5.298","9.032","2.707","150.242"
"14","GTD","Kyle Marcelli","84","54.426","1:20:39.606","Green","Track","0.473","0.844","10.252","10.903","14.144","5.566","9.453","2.791","146.430"
"4","GTLM","Oliver Gavin","87","51.961","1:20:40.918","Green","Track","0.463","0.825","9.977","10.516","13.321","5.194","8.971","2.694","149.593"
"15","GTD","Jack Hawksworth","84","53.345","1:20:42.152","Green","Track","0.470","0.839","10.359","10.662","13.827","5.331","9.110","2.747","147.365"
"24","GTLM","Jesse Krohn","87","51.954","1:20:42.467","Green","Track","0.453","0.807","9.804","10.342","13.641","5.310","8.922","2.675","152.895"
"911","GTLM","Nick Tandy","87","52.293","1:20:54.603","Green","Track","0.461","0.826","9.723","10.391","13.585","5.418","9.151","2.738","150.242"
"48","GTD","Madison Snow","85","53.797","1:20:55.255","Green","Track","0.477","0.851","9.931","10.618","13.788","5.834","9.485","2.813","145.202"
"63","GTD","Gunnar Jeannette","85","53.528","1:21:06.270","Green","Track","0.473","0.844","10.092","10.776","13.749","5.449","9.352","2.793","146.430"
"58","GTD","Christina Nielsen","85","53.542","1:21:09.108","Green","Track","0.475","0.846","10.053","10.712","13.730","5.444","9.473","2.809","145.813"
"3","GTLM","Jan Magnussen","88","51.349","1:21:10.453","Green","Track","0.458","0.817","9.718","10.244","13.286","5.195","8.938","2.693","151.226"
"44","GTD","Andy Lally","85","54.317","1:21:13.217","Green","Track","0.477","0.890","10.437","10.745","14.031","5.513","9.415","2.809","145.202"
"912","GTLM","Earl Bamber","88","51.268","1:21:14.870","Green","Track","0.458","0.820","9.598","10.243","13.330","5.231","8.891","2.697","151.226"
"66","GTLM","Joey Hand","88","51.405","1:21:18.007","Green","Track","0.457","0.818","9.580","10.314","13.421","5.247","8.883","2.685","151.557"
"33","GTD","Jeroen Bleekemolen","85","53.635","1:21:23.503","Green","Track","0.472","0.844","10.081","10.745","13.826","5.485","9.392","2.790","146.740"
"86","GTD","Alvaro Parente","85","53.700","1:21:23.937","Green","Track","0.472","0.842","10.096","10.852","13.908","5.407","9.339","2.784","146.740"
"67","GTLM","Ryan Briscoe","88","51.998","1:21:28.357","Green","Track","0.459","0.819","9.762","10.418","13.446","5.309","9.074","2.711","150.896"
"4","GTLM","Oliver Gavin","88","52.956","1:21:33.874","Green","Track","0.457","0.817","9.865","10.509","13.863","5.619","9.120","2.706","151.557"
"14","GTD","Kyle Marcelli","85","55.212","1:21:34.818","Green","Track","0.472","0.842","10.293","10.890","14.210","6.027","9.666","2.812","146.740"
"24","GTLM","Jesse Krohn","88","52.437","1:21:34.904","Green","Track","0.452","0.807","9.731","10.375","13.819","5.462","9.094","2.697","153.233"
"15","GTD","Jack Hawksworth","85","52.768","1:21:34.920","Green","Track","0.468","0.834","9.612","10.449","13.888","5.369","9.342","2.806","147.994"
"911","GTLM","Nick Tandy","88","51.398","1:21:46.001","Green","Track","0.467","0.828","9.673","10.217","13.273","5.226","8.998","2.716","148.311"
"48","GTD","Madison Snow","86","53.251","1:21:48.506","Green","Track","0.477","0.850","10.000","10.652","13.749","5.453","9.283","2.787","145.202"
"25","GTLM","Connor De Phillippi","87","1:45.798","1:21:52.388","Green","Pit","0.488","0.909","10.549","10.910","14.336","5.628","11.924","51.054","141.929"
"63","GTD","Gunnar Jeannette","86","53.695","1:21:59.965","Green","Track","0.473","0.845","10.061","10.816","13.885","5.508","9.321","2.786","146.430"
"3","GTLM","Jan Magnussen","89","52.389","1:22:02.842","Green","Track","0.457","0.816","9.743","10.286","13.597","5.629","9.146","2.715","151.557"
"58","GTD","Christina Nielsen","86","54.645","1:22:03.753","Green","Track","0.475","0.846","10.068","10.723","14.045","6.006","9.663","2.819","145.813"
"44","GTD","Andy Lally","86","53.667","1:22:06.884","Green","Track","0.475","0.845","10.131","10.699","13.846","5.503","9.362","2.806","145.813"
"912","GTLM","Earl Bamber","89","52.116","1:22:06.986","Green","Track","0.457","0.829","9.662","10.213","13.515","5.446","9.249","2.745","151.557"
"66","GTLM","Joey Hand","89","51.402","1:22:09.409","Green","Track","0.455","0.815","9.628","10.301","13.342","5.253","8.918","2.690","152.223"
"33","GTD","Jeroen Bleekemolen","86","53.769","1:22:17.272","Green","Track","0.472","0.843","10.084","10.846","13.848","5.495","9.382","2.799","146.740"
"86","GTD","Alvaro Parente","86","53.800","1:22:17.737","Green","Track","0.471","0.841","10.096","10.852","13.968","5.421","9.354","2.797","147.052"
