"Car","Class","Driver","Lap","Lap Time","Session Time","Flag","Location","S01","S02","S03","S04","S05","S06","S07","S08","SPS"
"25","GTLM","Connor De Phillippi","31","53.372","26:50.771","Green","Track","0.451","0.803","10.187","10.599","13.872","5.534","9.205","2.721","153.573"
"66","GTLM","Dirk Mueller","31","53.053","26:51.469","Green","Track","0.462","0.840","9.872","10.716","13.865","5.444","9.113","2.741","149.916"
"14","GTD","Richard Heistand","30","54.430","26:51.475","Green","Track","0.473","0.845","10.020","10.764","14.073","5.911","9.518","2.826","146.430"
"3","GTLM","Antonio Garcia","31","52.933","26:52.047","Green","Track","0.459","0.816","9.979","10.416","13.903","5.453","9.195","2.712","150.896"
"4","GTLM","Oliver Gavin","31","53.465","26:53.147","Green","Track","0.458","0.816","10.062","10.468","13.967","5.716","9.263","2.715","151.226"
"67","GTLM","Ryan Briscoe","31","53.511","26:53.938","Green","Track","0.464","0.827","9.773","10.514","13.790","5.732","9.612","2.799","149.270"
"73","GTD","Marco Seefried","30","56.181","26:54.179","Green","Track","0.476","0.850","10.093","11.224","14.714","6.066","9.944","2.814","145.507"
"63","GTD","Cooper MacNeil","30","54.820","26:54.492","Green","Track","0.475","0.846","10.321","10.952","14.287","5.590","9.557","2.792","145.813"
"91","GTD","Anthony Imperato","30","54.290","26:57.414","Green","Track","0.480","0.857","10.068","10.655","14.331","5.473","9.578","2.848","144.295"
"76","GTD","Matt Plumb","30","54.358","26:59.826","Green","Track","0.474","0.847","10.151","10.869","14.216","5.475","9.473","2.853","146.121"
"57","GTD","Christina Nielsen","30","54.272","27:03.709","Green","Track","0.479","0.855","10.005","10.886","14.224","5.578","9.412","2.833","144.596"
"11","GTD","John Potter","30","54.262","27:05.481","Green","Track","0.480","0.855","10.034","10.718","14.304","5.512","9.505","2.854","144.295"
"24","GTLM","John Edwards","31","54.081","27:06.534","Green","Track","0.465","0.826","10.403","10.634","13.822","5.573","9.571","2.787","148.949"
"12","GTD","Frank Montecalvo","30","54.194","27:09.193","Green","Track","0.476","0.848","10.023","10.894","14.241","5.489","9.416","2.807","145.507"
"48","GTD","Corey Lewis","30","53.402","27:27.051","Green","Track","0.476","0.849","9.944","10.592","13.976","5.450","9.309","2.806","145.507"
"86","GTD","Trent Hindman","31","53.520","27:27.984","Green","Track","0.474","0.851","9.860","10.640","14.077","5.521","9.297","2.800","146.121"
"33","GTD","Ben Keating","31","53.404","27:32.118","Green","Track","0.466","0.831","10.005","10.641","13.940","5.488","9.274","2.759","148.630"
"912","GTLM","Laurens Vanthoor","32","52.943","27:37.211","Green","Track","0.461","0.839","10.028","10.668","13.832","5.348","9.061","2.706","150.242"
"911","GTLM","Nick Tandy","32","52.539","27:37.940","Green","Track","0.464","0.828","9.708","10.257","14.057","5.447","9.081","2.697","149.270"
"96","GTD","Robby Foley","31","54.738","27:38.684","Green","Track","0.473","0.846","10.137","10.705","14.459","5.803","9.528","2.787","146.430"
"9","GTD","Zacharie Robichon","31","53.649","27:39.648","Green","Track","0.479","0.855","10.034","10.691","14.072","5.418","9.310","2.790","144.596"
"25","GTLM","Connor De Phillippi","32","52.381","27:43.152","Green","Track","0.459","0.818","9.971","10.398","13.458","5.405","9.156","2.716","150.896"
"66","GTLM","Dirk Mueller","32","52.186","27:43.655","Green","Track","0.467","0.833","9.764","10.394","13.687","5.318","8.993","2.730","148.311"
"3","GTLM","Antonio Garcia","32","53.333","27:45.380","Green","Track","0.457","0.813","10.128","10.839","13.795","5.377","9.188","2.736","151.557"
"4","GTLM","Oliver Gavin","32","53.201","27:46.348","Green","Track","0.457","0.815","10.004","10.508","13.882","5.613","9.210","2.712","151.557"
"67","GTLM","Ryan Briscoe","32","53.057","27:46.995","Green","Track","0.472","0.840","9.743","10.327","13.771","5.753","9.380","2.771","146.740"
"14","GTD","Richard Heistand","31","56.269","27:47.744","Green","Track","0.477","0.850","10.412","10.873","14.687","5.959","10.113","2.898","145.202"
"73","GTD","Marco Seefried","31","54.273","27:48.452","Green","Track","0.474","0.848","10.285","10.813","14.136","5.511","9.416","2.790","146.121"
"63","GTD","Cooper MacNeil","31","54.398","27:48.890","Green","Track","0.472","0.841","10.219","10.896","14.163","5.589","9.422","2.796","146.740"
"91","GTD","Anthony Imperato","31","53.838","27:51.252","Green","Track","0.480","0.858","9.925","10.644","14.156","5.441","9.507","2.827","144.295"
"76","GTD","Matt Plumb","31","54.302","27:54.128","Green","Track","0.481","0.857","10.109","10.825","14.220","5.533","9.440","2.837","143.995"
"57","GTD","Christina Nielsen","31","54.310","27:58.019","Green","Track","0.480","0.855","10.005","10.980","14.133","5.528","9.483","2.846","144.295"
"11","GTD","John Potter","31","53.932","27:59.413","Green","Track","0.483","0.860","10.046","10.690","14.146","5.499","9.384","2.824","143.398"
"24","GTLM","John Edwards","32","54.801","28:01.335","Green","Track","0.468","0.833","10.468","10.669","14.369","5.606","9.588","2.800","147.994"
"12","GTD","Frank Montecalvo","31","54.156","28:03.349","Green","Track","0.475","0.846","10.067","10.882","14.162","5.524","9.392","2.808","145.813"
"48","GTD","Corey Lewis","31","53.386","28:20.437","Green","Track","0.476","0.848","9.945","10.603","13.887","5.446","9.364","2.817","145.507"
"86","GTD","Trent Hindman","32","53.390","28:21.374","Green","Track","0.475","0.851","9.860","10.701","13.997","5.427","9.285","2.794","145.813"
"33","GTD","Ben Keating","32","53.688","28:25.806","Green","Track","0.469","0.832","10.163","10.885","13.877","5.404","9.285","2.773","147.679"
"912","GTLM","Laurens Vanthoor","33","52.266","28:29.477","Green","Track","0.460","0.838","9.829","10.502","13.531","5.299","9.086","2.721","150.568"
"911","GTLM","Nick Tandy","33","51.821","28:29.761","Green","Track","0.457","0.820","9.747","10.295","13.506","5.288","9.004","2.704","151.557"
"96","GTD","Robby Foley","32","53.946","28:32.630","Green","Track","0.471","0.843","10.145","10.694","14.084","5.491","9.418","2.800","147.052"
"9","GTD","Zacharie Robichon","32","53.428","28:33.076","Green","Track","0.475","0.846","9.946","10.664","13.908","5.426","9.368","2.795","145.813"
"25","GTLM","Connor De Phillippi","33","52.594","28:35.746","Green","Track","0.459","0.817","10.084","10.406","13.490","5.471","9.154","2.713","150.896"
"66","GTLM","Dirk Mueller","33","52.464","28:36.119","Green","Track","0.464","0.831","9.852","10.500","13.604","5.347","9.118","2.748","149.270"
"3","GTLM","Antonio Garcia","33","52.264","28:37.644","Green","Track","0.461","0.821","9.979","10.303","13.534","5.347","9.109","2.710","150.242"
"4","GTLM","Oliver Gavin","33","52.495","28:38.843","Green","Track","0.458","0.817","10.029","10.451","13.553","5.310","9.149","2.728","151.226"
"67","GTLM","Ryan Briscoe","33","52.390","28:39.385","Green","Track","0.470","0.837","9.768","10.339","13.751","5.330","9.157","2.738","147.365"
"14","GTD","Richard Heistand","32","54.231","28:41.975","Green","Track","0.484","0.861","10.218","10.896","14.158","5.498","9.319","2.797","143.102"
"73","GTD","Marco Seefried","32","54.264","28:42.716","Green","Track","0.474","0.846","10.045","10.793","14.258","5.571","9.492","2.785","146.121"
"63","GTD","Cooper MacNeil","32","54.202","28:43.092","Green","Track","0.473","0.843","10.084","10.711","14.169","5.599","9.508","2.815","146.430"
"91","GTD","Anthony Imperato","32","53.898","28:45.150","Green","Track","0.478","0.855","10.090","10.623","14.125","5.420","9.485","2.822","144.898"
"76","GTD","Matt Plumb","32","54.196","28:48.324","Green","Track","0.479","0.855","10.179","10.762","14.204","5.513","9.384","2.820","144.596"
"57","GTD","Christina Nielsen","32","54.431","28:52.450","Green","Track","0.481","0.858","10.108","11.021","14.101","5.566","9.457","2.839","143.995"
"11","GTD","John Potter","32","54.432","28:53.845","Green","Track","0.479","0.855","10.014","10.661","14.590","5.531","9.470","2.832","144.596"
"24","GTLM","John Edwards","33","54.894","28:56.229","Green","Track","0.471","0.837","10.645","10.816","13.916","5.601","9.749","2.859","147.052"
"12","GTD","Frank Montecalvo","32","54.160","28:57.509","Green","Track","0.475","0.847","10.007","10.861","14.256","5.489","9.421","2.804","145.813"
"48","GTD","Corey Lewis","32","53.404","29:13.841","Green","Track","0.477","0.851","9.941","10.575","13.966","5.445","9.356","2.793","145.202"
"86","GTD","Trent Hindman","33","53.515","29:14.889","Green","Track","0.476","0.849","9.884","10.700","14.086","5.447","9.287","2.786","145.507"
"33","GTD","Ben Keating","33","53.263","29:19.069","Green","Track","0.468","0.836","10.024","10.629","13.866","5.422","9.253","2.765","147.994"
"912","GTLM","Laurens Vanthoor","34","52.179","29:21.656","Green","Track","0.462","0.833","9.911","10.336","13.552","5.327","9.051","2.707","149.916"
"911","GTLM","Nick Tandy","34","52.763","29:22.524","Green","Track","0.459","0.826","9.922","10.399","13.965","5.331","9.132","2.729","150.896"
"96","GTD","Robby Foley","33","54.065","29:26.695","Green","Track","0.474","0.847","10.080","10.684","14.245","5.471","9.461","2.803","146.121"
"9","GTD","Zacharie Robichon","33","54.005","29:27.081","Green","Track","0.475","0.848","10.012","10.762","14.270","5.458","9.397","2.783","145.813"
"25","GTLM","Connor De Phillippi","34","52.562","29:28.308","Green","Track","0.459","0.816","10.151","10.418","13.501","5.400","9.118","2.699","150.896"
"66","GTLM","Dirk Mueller","34","52.595","29:28.714","Green","Track","0.466","0.833","9.879","10.585","13.787","5.306","9.022","2.717","148.630"
"3","GTLM","Antonio Garcia","34","52.277","29:29.921","Green","Track","0.458","0.816","9.851","10.318","13.599","5.351","9.168","2.716","151.226"
"4","GTLM","Oliver Gavin","34","52.405","29:31.248","Green","Track","0.460","0.820","10.038","10.382","13.502","5.375","9.133","2.695","150.568"
"67","GTLM","Ryan Briscoe","34","52.558","29:31.943","Green","Track","0.464","0.831","9.804","10.450","13.761","5.352","9.160","2.736","149.270"
"14","GTD","Richard Heistand","33","53.954","29:35.929","Green","Track","0.473","0.845","10.044","10.823","14.116","5.526","9.339","2.788","146.430"
"73","GTD","Marco Seefried","33","53.854","29:36.570","Green","Track","0.473","0.844","10.048","10.663","14.163","5.477","9.389","2.797","146.430"
"63","GTD","Cooper MacNeil","33","54.112","29:37.204","Green","Track","0.475","0.847","10.100","10.713","14.152","5.573","9.446","2.806","145.813"
"91","GTD","Anthony Imperato","33","54.063","29:39.213","Green","Track","0.478","0.855","9.948","10.607","14.191","5.516","9.638","2.830","144.898"
"76","GTD","Matt Plumb","33","54.157","29:42.481","Green","Track","0.476","0.851","10.215","10.668","14.182","5.554","9.400","2.811","145.507"
"57","GTD","Christina Nielsen","33","54.293","29:46.743","Green","Track","0.479","0.857","10.016","11.014","14.157","5.566","9.384","2.820","144.596"
"11","GTD","John Potter","33","54.071","29:47.916","Green","Track","0.479","0.856","10.019","10.745","14.182","5.522","9.447","2.821","144.596"
"24","GTLM","John Edwards","34","54.831","29:51.060","Green","Track","0.477","0.850","10.678","10.762","13.944","5.677","9.665","2.778","145.202"
"12","GTD","Frank Montecalvo","33","54.368","29:51.877","Green","Track","0.473","0.845","10.015","10.946","14.335","5.524","9.437","2.793","146.430"
"48","GTD","Corey Lewis","33","53.319","30:07.160","Green","Track","0.473","0.845","9.969","10.546","13.904","5.458","9.328","2.796","146.430"
"86","GTD","Trent Hindman","34","53.393","30:08.282","Green","Track","0.473","0.847","9.912","10.644","13.995","5.425","9.309","2.788","146.430"
"33","GTD","Ben Keating","34","53.623","30:12.692","Green","Track","0.468","0.833","10.072","10.726","13.922","5.595","9.256","2.751","147.994"
"912","GTLM","Laurens Vanthoor","35","52.028","30:13.684","Green","Track","0.459","0.840","9.855","10.347","13.463","5.352","9.012","2.700","150.896"
"911","GTLM","Nick Tandy","35","51.951","30:14.475","Green","Track","0.462","0.831","9.838","10.297","13.441","5.334","9.033","2.715","149.916"
"96","GTD","Robby Foley","34","53.707","30:20.402","Green","Track","0.472","0.848","10.033","10.670","13.987","5.511","9.402","2.784","146.740"
"9","GTD","Zacharie Robichon","34","53.882","30:20.963","Green","Track","0.473","0.847","10.141","10.743","14.009","5.472","9.409","2.788","146.430"
"25","GTLM","Connor De Phillippi","35","52.763","30:21.071","Green","Track","0.456","0.811","10.048","10.405","13.596","5.527","9.254","2.666","151.889"
"66","GTLM","Dirk Mueller","35","52.676","30:21.390","Green","Track","0.461","0.823","9.789","10.527","13.809","5.392","9.139","2.736","150.242"
"3","GTLM","Antonio Garcia","35","52.445","30:22.366","Green","Track","0.457","0.817","9.941","10.352","13.631","5.347","9.186","2.714","151.557"
"4","GTLM","Oliver Gavin","35","52.347","30:23.595","Green","Track","0.455","0.814","10.009","10.393","13.499","5.386","9.083","2.708","152.223"
"67","GTLM","Ryan Briscoe","35","52.276","30:24.219","Green","Track","0.463","0.828","9.751","10.361","13.661","5.364","9.119","2.729","149.593"
"14","GTD","Richard Heistand","34","53.830","30:29.759","Green","Track","0.473","0.843","10.092","10.743","14.118","5.466","9.310","2.785","146.430"
"73","GTD","Marco Seefried","34","53.828","30:30.398","Green","Track","0.474","0.848","10.178","10.647","14.098","5.478","9.322","2.783","146.121"
"63","GTD","Cooper MacNeil","34","53.957","30:31.161","Green","Track","0.474","0.846","10.116","10.676","14.099","5.544","9.404","2.798","146.121"
"91","GTD","Anthony Imperato","34","53.839","30:33.052","Green","Track","0.479","0.855","9.974","10.657","14.121","5.466","9.482","2.805","144.596"
"76","GTD","Matt Plumb","34","54.032","30:36.513","Green","Track","0.475","0.848","10.142","10.724","14.116","5.511","9.393","2.823","145.813"
"57","GTD","Christina Nielsen","34","54.257","30:41.000","Green","Track","0.476","0.851","10.100","10.858","14.063","5.573","9.489","2.847","145.507"
"11","GTD","John Potter","34","53.979","30:41.895","Green","Track","0.478","0.851","10.065","10.727","14.138","5.490","9.409","2.821","144.898"
"24","GTLM","John Edwards","35","55.349","30:46.409","Green","Track","0.468","0.831","10.810","10.926","14.003","5.664","9.802","2.845","147.994"
"12","GTD","Frank Montecalvo","34","54.747","30:46.624","Green","Track","0.472","0.841","10.169","11.104","14.352","5.556","9.450","2.803","146.740"
"48","GTD","Corey Lewis","34","53.312","31:00.472","Green","Track","0.474","0.845","9.951","10.528","13.953","5.451","9.313","2.797","146.121"
"86","GTD","Trent Hindman","35","53.258","31:01.540","Green","Track","0.475","0.847","9.869","10.632","13.923","5.471","9.256","2.785","145.813"
"912","GTLM","Laurens Vanthoor","36","52.780","31:06.464","Green","Track","0.459","0.850","9.972","10.387","13.407","5.696","9.268","2.741","150.896"
"33","GTD","Ben Keating","35","54.329","31:07.021","Green","Track","0.465","0.831","10.107","10.735","13.822","6.051","9.536","2.782","148.949"
"911","GTLM","Nick Tandy","36","52.566","31:07.041","Green","Track","0.460","0.842","9.907","10.301","13.539","5.541","9.256","2.720","150.568"
"96","GTD","Robby Foley","35","53.884","31:14.286","Green","Track","0.470","0.842","10.094","10.742","14.109","5.478","9.375","2.774","147.365"
"25","GTLM","Connor De Phillippi","36","53.432","31:14.503","Green","Track","0.449","0.798","10.143","10.509","14.012","5.569","9.275","2.677","154.257"
"66","GTLM","Dirk Mueller","36","53.381","31:14.771","Green","Track","0.464","0.827","10.011","10.615","13.900","5.544","9.276","2.744","149.270"
"3","GTLM","Antonio Garcia","36","53.334","31:15.700","Green","Track","0.457","0.816","10.058","10.538","13.941","5.562","9.246","2.716","151.557"
"4","GTLM","Oliver Gavin","36","52.670","31:16.265","Green","Track","0.457","0.817","9.980","10.421","13.563","5.537","9.185","2.710","151.557"
"9","GTD","Zacharie Robichon","35","55.323","31:16.286","Green","Track","0.473","0.850","10.626","10.985","14.246","5.811","9.528","2.804","146.430"
"67","GTLM","Ryan Briscoe","36","52.578","31:16.797","Green","Track","0.463","0.826","9.770","10.384","13.646","5.465","9.275","2.749","149.593"
